"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"RUS","Russia","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,83,"E","Estimated value"
"SVN","Slovenia","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,83,"E","Estimated value"
"OECD","OECD - Total","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,81,"E","Estimated value"
"AUS","Australia","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,55,"E","Estimated value"
"AUT","Austria","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,48,"E","Estimated value"
"BEL","Belgium","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,38,"E","Estimated value"
"CAN","Canada","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,47,"E","Estimated value"
"CZE","Czech Republic","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,22,"E","Estimated value"
"DNK","Denmark","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,54,"E","Estimated value"
"FIN","Finland","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,40,"E","Estimated value"
"FRA","France","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,43,"E","Estimated value"
"DEU","Germany","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,47,"E","Estimated value"
"GRC","Greece","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,37,"E","Estimated value"
"HUN","Hungary","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,29,"E","Estimated value"
"ISL","Iceland","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,72,"E","Estimated value"
"IRL","Ireland","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,36,"E","Estimated value"
"ITA","Italy","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,42,"E","Estimated value"
"JPN","Japan","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,71,"E","Estimated value"
"KOR","Korea","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,45,"E","Estimated value"
"LUX","Luxembourg","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,44,"E","Estimated value"
"MEX","Mexico","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,58,"E","Estimated value"
"NLD","Netherlands","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,57,"E","Estimated value"
"NZL","New Zealand","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,60,"E","Estimated value"
"NOR","Norway","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,52,"E","Estimated value"
"POL","Poland","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,23,"E","Estimated value"
"PRT","Portugal","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,57,"E","Estimated value"
"SVK","Slovak Republic","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,16,"E","Estimated value"
"ESP","Spain","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,36,"E","Estimated value"
"SWE","Sweden","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,41,"E","Estimated value"
"CHE","Switzerland","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,45,"E","Estimated value"
"TUR","Turkey","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,46,"E","Estimated value"
"GBR","United Kingdom","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,59,"E","Estimated value"
"USA","United States","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,35,"E","Estimated value"
"BRA","Brazil","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,59,"E","Estimated value"
"CHL","Chile","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,48,"E","Estimated value"
"EST","Estonia","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,36,"E","Estimated value"
"ISR","Israel","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,33,"E","Estimated value"
"RUS","Russia","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,28,"E","Estimated value"
"SVN","Slovenia","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,34,"E","Estimated value"
"OECD","OECD - Total","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,47,"E","Estimated value"
"AUS","Australia","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.32,,
"AUT","Austria","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.53,,
"BEL","Belgium","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.26,,
"CAN","Canada","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.89,,
"CZE","Czech Republic","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.72,,
"DNK","Denmark","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.66,,
"FIN","Finland","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.97,,
"FRA","France","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,4.21,,
"DEU","Germany","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.21,,
"GRC","Greece","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,19.47,,
"HUN","Hungary","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.78,,
"ISL","Iceland","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.67,,
"IRL","Ireland","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,6.98,,
"ITA","Italy","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,7.79,,
"JPN","Japan","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.36,,
"KOR","Korea","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.01,,
"LUX","Luxembourg","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.6,,
"MEX","Mexico","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.06,,
"NLD","Netherlands","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.98,,
"NZL","New Zealand","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.78,,
"NOR","Norway","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.41,,
"POL","Poland","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.26,,
"PRT","Portugal","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,8.28,,
"SVK","Slovak Republic","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,8.8,,
"ESP","Spain","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,12.92,,
"SWE","Sweden","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.33,,
"CHE","Switzerland","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.71,,
"TUR","Turkey","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.04,,
"GBR","United Kingdom","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.22,,
"USA","United States","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.42,,
"BRA","Brazil","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.81,"E","Estimated value"
"CHL","Chile","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.67,"E","Estimated value"
"EST","Estonia","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,3.32,,
"ISR","Israel","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,0.63,,
"RUS","Russia","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,1.45,,
"SVN","Slovenia","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,5.27,,
"OECD","OECD - Total","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","Units",,,2.58,,
"AUS","Australia","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.36,,
"AUT","Austria","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.65,,
"BEL","Belgium","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,4.68,,
"CAN","Canada","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,0.97,,
"CZE","Czech Republic","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,2.29,,
"DNK","Denmark","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.65,,
"FIN","Finland","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,2.29,,
"FRA","France","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,4.46,,
"DEU","Germany","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,2.44,,
"GRC","Greece","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,17.18,,
"HUN","Hungary","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,3.77,,
"ISL","Iceland","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,0.68,,
"IRL","Ireland","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,8.82,,
"ITA","Italy","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,7.15,,
"JPN","Japan","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.8,,
"KOR","Korea","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,0.02,,
"LUX","Luxembourg","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.58,,
"MEX","Mexico","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,0.07,,
"NLD","Netherlands","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,2.9,,
"NZL","New Zealand","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,0.75,,
"NOR","Norway","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,0.44,,
"POL","Poland","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,3.08,,
"PRT","Portugal","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,8.19,,
"SVK","Slovak Republic","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,8.95,,
"ESP","Spain","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,12.27,,
"SWE","Sweden","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.46,,
"CHE","Switzerland","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.56,,
"TUR","Turkey","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.55,,
"GBR","United Kingdom","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,2.6,,
"USA","United States","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.48,,
"BRA","Brazil","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,0.87,"E","Estimated value"
"CHL","Chile","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.74,"E","Estimated value"
"EST","Estonia","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,3.91,,
"ISR","Israel","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,0.7,,
"RUS","Russia","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,1.53,,
"SVN","Slovenia","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,4.91,,
"OECD","OECD - Total","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","Units",,,2.56,,
"AUS","Australia","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.279560488,,
"AUT","Austria","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.395480357,,
"BEL","Belgium","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.760515078,,
"CAN","Canada","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.804545414,,
"CZE","Czech Republic","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.265213597,,
"DNK","Denmark","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.663621896,,
"FIN","Finland","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.618660374,,
"FRA","France","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.936677738,,
"DEU","Germany","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.936714851,,
"GRC","Greece","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,22.38179618,,
"HUN","Hungary","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.793474696,,
"ISL","Iceland","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.666639483,,
"IRL","Ireland","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,4.737514736,,
"ITA","Italy","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,8.653699735,,
"JPN","Japan","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.787413567,,
"KOR","Korea","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.006482082,,
"LUX","Luxembourg","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.627289127,,
"MEX","Mexico","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.051383596,,
"NLD","Netherlands","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.060369105,,
"NZL","New Zealand","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.826691225,,
"NOR","Norway","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.381069821,,
"POL","Poland","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.468410545,,
"PRT","Portugal","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,8.377924239,,
"SVK","Slovak Republic","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,8.612632244,,
"ESP","Spain","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,13.66529673,,
"SWE","Sweden","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.19336234,,
"CHE","Switzerland","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.891519205,,
"TUR","Turkey","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,3.179390221,,
"GBR","United Kingdom","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.790465907,,
"USA","United States","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.347225455,,
"BRA","Brazil","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.717256923,"E","Estimated value"
"CHL","Chile","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.547788567,"E","Estimated value"
"EST","Estonia","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.682845923,,
"ISR","Israel","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,0.545428672,,
"RUS","Russia","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,1.364823552,,
"SVN","Slovenia","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,5.687618138,,
"OECD","OECD - Total","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","Units",,,2.606068311,,
"AUS","Australia","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,0.74,"E","Estimated value"
"AUT","Austria","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,0.85,"E","Estimated value"
"BEL","Belgium","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,2.5,"E","Estimated value"
"CAN","Canada","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,0.63,"E","Estimated value"
"CZE","Czech Republic","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,1.1,"E","Estimated value"
"DNK","Denmark","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,1.06,"E","Estimated value"
"FIN","Finland","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,1.06,"E","Estimated value"
"FRA","France","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,2.53,"E","Estimated value"
"DEU","Germany","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,1.04,"E","Estimated value"
"GRC","Greece","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,14.63,"E","Estimated value"
"HUN","Hungary","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,1.52,"E","Estimated value"
"ISL","Iceland","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,0.46,"E","Estimated value"
"IRL","Ireland","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,3.68,"E","Estimated value"
"ITA","Italy","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,4.76,"E","Estimated value"
"JPN","Japan","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,1.07,"E","Estimated value"
"KOR","Korea","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,0.01,"E","Estimated value"
"LUX","Luxembourg","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,0.99,"E","Estimated value"
"MEX","Mexico","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,0.08,"E","Estimated value"
"NLD","Netherlands","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,1.7,"E","Estimated value"
"NZL","New Zealand","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,0.52,"E","Estimated value"
"NOR","Norway","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,0.21,"E","Estimated value"
"POL","Poland","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,1.81,"E","Estimated value"
"PRT","Portugal","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,6.69,"E","Estimated value"
"SVK","Slovak Republic","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,4.48,"E","Estimated value"
"ESP","Spain","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,7.94,"E","Estimated value"
"SWE","Sweden","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,0.73,"E","Estimated value"
"CHE","Switzerland","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,1.22,"E","Estimated value"
"TUR","Turkey","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,2.18,"E","Estimated value"
"GBR","United Kingdom","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,0.88,"E","Estimated value"
"USA","United States","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,0.82,"E","Estimated value"
"BRA","Brazil","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,0.4,"E","Estimated value"
"CHL","Chile","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,1.13,"E","Estimated value"
"EST","Estonia","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,2.29,"E","Estimated value"
"ISR","Israel","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,0.43,"E","Estimated value"
"RUS","Russia","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,0.94,"E","Estimated value"
"SVN","Slovenia","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,3.24,"E","Estimated value"
"OECD","OECD - Total","JE_LTUR","Long-term unemployment rate","L","Value","HGH","High","PC","Percentage","0","Units",,,1.64,"E","Estimated value"
"AUS","Australia","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,2.21,"E","Estimated value"
"AUT","Austria","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,2.78,"E","Estimated value"
"BEL","Belgium","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,8.07,"E","Estimated value"
"CAN","Canada","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,1.9,"E","Estimated value"
"CZE","Czech Republic","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,10.19,"E","Estimated value"
"DNK","Denmark","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,2.7,"E","Estimated value"
"FIN","Finland","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,4.28,"E","Estimated value"
"FRA","France","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,6.99,"E","Estimated value"
"DEU","Germany","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,5.18,"E","Estimated value"
"GRC","Greece","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,21.69,"E","Estimated value"
"HUN","Hungary","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,9.05,"E","Estimated value"
"ISL","Iceland","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,0.88,"E","Estimated value"
"IRL","Ireland","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,11.2,"E","Estimated value"
"ITA","Italy","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,10.36,"E","Estimated value"
"JPN","Japan","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,1.7,"E","Estimated value"
"KOR","Korea","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,0.01,"E","Estimated value"
"LUX","Luxembourg","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,2.82,"E","Estimated value"
"MEX","Mexico","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,0.06,"E","Estimated value"
"NLD","Netherlands","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,4.69,"E","Estimated value"
"NZL","New Zealand","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,1.18,"E","Estimated value"
"NOR","Norway","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,1,"E","Estimated value"
"POL","Poland","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,6.72,"E","Estimated value"
"PRT","Portugal","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,9.42,"E","Estimated value"
"SVK","Slovak Republic","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,26.71,"E","Estimated value"
"ESP","Spain","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,17.07,"E","Estimated value"
"SWE","Sweden","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,3.48,"E","Estimated value"
"CHE","Switzerland","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,4.25,"E","Estimated value"
"TUR","Turkey","JE_LTUR","Long-term unemployment rate","L","Value","LW","Low","PC","Percentage","0","Units",,,2.01,"E","Estimated value"
